seed,lrc_pct,orc_pct,alpha,ARI,NMI,Runtime,V,E,removed_lrc,removed_orc
1,10,15,0.5,0.843635698525625,0.8048138740108252,6.963747262954712,360,3136,410,554
2,10,15,0.5,0.8917373077681218,0.8596127268843937,7.019867897033691,360,3071,402,542
3,10,15,0.5,0.5927043912106043,0.6709875098608907,6.414915084838867,360,3074,406,543
4,10,15,0.5,0.841382222973546,0.8178470456938153,6.920783281326294,360,3081,403,544
5,10,15,0.5,0.8191102152886663,0.7845035845394254,7.133015871047974,360,3148,412,556
1,10,25,0.5,0.7776328352493561,0.7410250263549254,6.766786813735962,360,2767,410,923
2,10,25,0.5,0.8708971882226941,0.8351433405833096,6.9059271812438965,360,2709,402,904
3,10,25,0.5,0.754823663199879,0.7518461698214052,6.61541485786438,360,2712,406,905
4,10,25,0.5,0.7507827289853557,0.7418258635329102,7.138268947601318,360,2718,403,907
5,10,25,0.5,0.741168765392946,0.7252548387059127,7.135349988937378,360,2778,412,926
1,10,35,0.5,0.7214046002020055,0.6825676688532302,6.926466703414917,360,2398,410,1292
2,10,35,0.5,0.7552270503997377,0.7564262020266963,7.101897954940796,360,2348,402,1265
3,10,35,0.5,0.7772478725525538,0.7720009079742018,6.777507781982422,358,2351,406,1266
4,10,35,0.5,0.7704144612796561,0.7677504606877694,7.495573997497559,359,2356,403,1269
5,10,35,0.5,0.7175440665561766,0.7302326112788842,7.562420129776001,360,2407,412,1297
1,20,15,0.5,0.8031791661817259,0.7714377565692466,4.977776765823364,360,2788,820,492
2,20,15,0.5,0.8565908199814566,0.8295026197095352,4.882108926773071,360,2729,804,482
3,20,15,0.5,0.7513507400307128,0.7423662838237068,4.785736799240112,360,2735,805,483
4,20,15,0.5,0.7560627471098609,0.7445708563324184,4.869883060455322,360,2738,806,484
5,20,15,0.5,0.8335310754658124,0.8032547296143578,5.034828186035156,360,2798,824,494
1,20,25,0.5,0.6973863726177195,0.6727739294537968,4.788759231567383,360,2460,820,820
2,20,25,0.5,0.8378039606027091,0.8064071766682199,4.821459054946899,360,2408,804,803
3,20,25,0.5,0.7435183799337698,0.7470849161547979,4.716693878173828,356,2412,805,805
4,20,25,0.5,0.7801707684419259,0.7638909129209804,5.294583797454834,360,2416,806,806
5,20,25,0.5,0.7828763460526518,0.7665121922814847,5.031900882720947,360,2469,824,823
1,20,35,0.5,0.7088627849290918,0.6874813148429441,4.8233678340911865,360,2132,820,1148
2,20,35,0.5,0.7713143061645209,0.7537858805949641,4.8899009227752686,358,2087,804,1124
3,20,35,0.5,0.6369675101527431,0.6760561313606387,4.671011209487915,356,2091,805,1126
4,20,35,0.5,0.7282924105375715,0.7483182099525545,4.886523008346558,359,2094,806,1128
5,20,35,0.5,0.7355982506024534,0.7104459419796106,5.063868761062622,360,2140,824,1152
1,30,15,0.5,0.7778469699311494,0.7423711628020181,3.7519450187683105,360,2437,1233,430
2,30,15,0.5,0.803042952226897,0.783261567163706,3.7082700729370117,360,2386,1208,421
3,30,15,0.5,0.6118286319504701,0.6567956503212848,3.6725871562957764,360,2390,1211,422
4,30,15,0.5,0.7545529698706535,0.734445777481527,3.7830770015716553,360,2388,1218,422
5,30,15,0.5,0.7098650520448626,0.7094152008027678,3.9441287517547607,360,2446,1238,432
1,30,25,0.5,0.7205127742268104,0.6862408235857944,3.6935606002807617,360,2150,1233,717
2,30,25,0.5,0.822742907448455,0.7851072713102644,3.7128570079803467,360,2105,1208,702
3,30,25,0.5,0.651008362779149,0.6792218790612169,3.5355710983276367,358,2109,1211,703
4,30,25,0.5,0.6860544105748029,0.7187000749422295,3.70098614692688,360,2107,1218,703
5,30,25,0.5,0.7474476050942721,0.719545844454864,3.725158929824829,360,2158,1238,720
1,30,35,0.5,0.6956679194462825,0.6832429169195451,3.828878879547119,359,1863,1233,1004
2,30,35,0.5,0.7616823215527962,0.7580862245035926,3.61561918258667,358,1824,1208,983
3,30,35,0.5,0.631874719519184,0.6765816430038941,3.5096800327301025,353,1826,1211,984
4,30,35,0.5,0.5832080308172588,0.6043568092320107,3.660621166229248,261,1316,1218,984
5,30,35,0.5,0.629895433721132,0.6535306575425097,3.9422781467437744,360,1871,1238,1007
