seed,lrc_pct,orc_pct,alpha,ARI,NMI,Runtime,V,E,removed_lrc,removed_orc
1,20,25,0.0,0.07109314089398698,0.12365285816921882,4.59915018081665,3500,11628,3958,3877
2,20,25,0.0,0.05515644872198179,0.12451104664142398,4.609599828720093,3499,11806,3942,3936
3,20,25,0.0,0.04510715506287821,0.11615501356798634,4.59896993637085,3499,11754,3952,3918
4,20,25,0.0,0.05800412659874882,0.12692306973330453,4.525661945343018,3500,11748,3922,3916
5,20,25,0.0,0.057307309419942935,0.11778549709869415,4.6123247146606445,3498,11834,3989,3945
1,20,25,0.25,0.2690070860659233,0.3032243120139535,4.368891954421997,3497,11627,3958,3877
2,20,25,0.25,0.2610470195452106,0.2974180819406774,4.33856201171875,3495,11805,3942,3936
3,20,25,0.25,0.21223964163160358,0.2587998145586517,4.3598480224609375,3495,11753,3952,3918
4,20,25,0.25,0.31236974110947463,0.33973410440296237,4.418668985366821,3497,11747,3922,3916
5,20,25,0.25,0.2859079999995047,0.3142810295687281,4.442695140838623,3494,11834,3989,3945
1,20,25,0.5,0.5033022018938664,0.5285774961327987,4.478466272354126,3445,11614,3958,3877
2,20,25,0.5,0.541566319420816,0.5524214828345583,4.532166004180908,3426,11793,3942,3936
3,20,25,0.5,0.5612809868764125,0.5741319861955281,4.438575983047485,3449,11747,3952,3918
4,20,25,0.5,0.5286506880354246,0.5493635362270496,4.3575119972229,3438,11739,3922,3916
5,20,25,0.5,0.4347882216517875,0.4744848896266479,4.470522165298462,3440,11816,3989,3945
1,20,25,0.75,0.4629547550284804,0.5152328276071373,4.392391920089722,3430,11617,3958,3877
2,20,25,0.75,0.47699811076896753,0.5132787669392154,4.66895318031311,3394,11795,3942,3936
3,20,25,0.75,0.4324911611239618,0.49248271680074784,4.40009069442749,3419,11748,3952,3918
4,20,25,0.75,0.435201000565917,0.48064755909132895,4.375908136367798,3430,11745,3922,3916
5,20,25,0.75,0.43682293077760814,0.4855569715758552,4.648741960525513,3432,11825,3989,3945
