pct_lrc,pct_orc,alpha,V,E,removed_lrc,cutoff_lrc,removed_orc,cutoff_orc,ARI_MAIN,NMI_MAIN,ARI_ALL,NMI_ALL,time_lrc,time_orc,time_louvain,time_total,n_MAIN,n_ALL
10,10,0.0,400,7485,926,0.059005294323649496,832,0.9999913748608295,0.1395693625673915,0.23613767369317143,0.1395693625673915,0.23613767369317143,0.07559641700936481,0.9261146659846418,0.07634075000532903,1.0780518329993356,400,400
10,10,0.25,400,7485,926,0.059005294323649496,832,0.07711742073545276,0.11602520852422887,0.19566899539891316,0.11602520852422887,0.19566899539891316,0.05007475000456907,158.1905097090057,0.0975801250024233,158.3381645840127,400,400
10,10,0.5,400,7485,926,0.059005294323649496,832,0.04936964624122111,0.13828139332827952,0.22900027668507564,0.13828139332827952,0.22900027668507564,0.050532708992250264,220.7297688749968,0.11293679100344889,220.8932383749925,400,400
10,10,0.75,400,7485,926,0.059005294323649496,832,0.021865873542916647,0.1108835644478765,0.20314369870942647,0.1108835644478765,0.20314369870942647,0.051485917007084936,258.6835521250032,0.0880428749951534,258.8230809170054,400,400
10,15,0.0,400,7069,926,0.059005294323649496,1248,0.9999914765661863,0.12027969625124557,0.23177950545658968,0.12027969625124557,0.23177950545658968,0.05256341697531752,1.0909050420159474,0.08385366600123234,1.2273221249924973,400,400
10,15,0.25,400,7069,926,0.059005294323649496,1248,0.07713589806458628,0.1213633802911221,0.1983973155520478,0.1213633802911221,0.1983973155520478,0.049469833000330254,170.85181262498372,0.08043554201140068,170.98171799999545,400,400
10,15,0.5,400,7069,926,0.059005294323649496,1248,0.04947453050980988,0.21999936320776012,0.30090093683362035,0.21999936320776012,0.30090093683362035,0.05408266599988565,224.794046874973,0.08831341701443307,224.9364429579873,400,400
10,15,0.75,400,7069,926,0.059005294323649496,1248,0.02223054150984758,0.18138010531507776,0.24755816066024433,0.18138010531507776,0.24755816066024433,0.04925437501515262,237.13449583400507,0.06791141600115225,237.25166162502137,400,400
10,20,0.0,400,6653,926,0.059005294323649496,1664,0.9999915589656013,0.17045768362913818,0.25425459321936156,0.17045768362913818,0.25425459321936156,0.051718459028052166,0.8668470829725266,0.08840320800663903,1.0069687500072177,400,400
10,20,0.25,400,6653,926,0.059005294323649496,1664,0.07714969069500059,0.1422508391557327,0.23653854138980443,0.1422508391557327,0.23653854138980443,0.05022154201287776,161.9469777919876,0.06380133298807777,162.06100066698855,400,400
10,20,0.5,400,6653,926,0.059005294323649496,1664,0.049553940462821286,0.1368801057361376,0.21741135003767567,0.1368801057361376,0.21741135003767567,0.05351708299713209,218.50658841698896,0.08927220798796043,218.64937770797405,400,400
10,20,0.75,400,6653,926,0.059005294323649496,1664,0.02249616765897795,0.08721315097435242,0.1644152583243547,0.08721315097435242,0.1644152583243547,0.0504908750008326,238.96789958301815,0.08196804198087193,239.10035849999986,400,400
10,25,0.0,400,6237,926,0.059005294323649496,2080,0.999991628880219,0.20151241920282595,0.2825412044625144,0.20151241920282595,0.2825412044625144,0.053314207994844764,0.8695613330055494,0.06569570899591781,0.988571249996312,400,400
10,25,0.25,400,6237,926,0.059005294323649496,2080,0.07716158541800433,0.13435934441458477,0.21940461567146266,0.13435934441458477,0.21940461567146266,0.05255970798316412,165.43677141700755,0.06748233299003914,165.55681345798075,400,400
10,25,0.5,400,6237,926,0.059005294323649496,2080,0.04961482449214161,0.15262065480352413,0.24212034188886758,0.15262065480352413,0.24212034188886758,0.05290179199073464,213.7004872499965,0.10501512500923127,213.85840416699648,400,400
10,25,0.75,400,6237,926,0.059005294323649496,2080,0.02273888299123883,0.1645094158102122,0.25165765353377884,0.1645094158102122,0.25165765353377884,0.2190410829789471,252.59598183401977,0.058575165981892496,252.8735980829806,400,400
20,10,0.0,400,6653,1850,0.07503224734841289,740,0.9999901471033211,0.14704185929398125,0.2432476266575836,0.14704185929398125,0.2432476266575836,0.0499404160073027,0.6627663749968633,0.0748092920111958,0.7875160830153618,400,400
20,10,0.25,400,6653,1850,0.07503224734841289,740,0.043271986508030366,0.11609361818072583,0.1943449412087744,0.11609361818072583,0.1943449412087744,0.05061737500363961,112.73274583398597,0.08763791600358672,112.8710011249932,400,400
